review_ID,review_name,reviewers_name,review_rating,review_date,review_text,pos_neg
R1OJL9JG1P6M44, Don’t waste your money,Carolyn,1,29-Mar-20,Ordered these 3 months ago and the filling is all shifted. They are now uneven and lumpy. Not worth the money. And of course they can’t be returned.,negative
R34803FQB7Q1FQ, comfort,audrey,4,27-Jan-21,very nice,positive
RIW0R9F3P5AJB, Awful!,Kate,1,11-Jul-19,"They went flat in about two weeks, and no amount of fluffing helps. They’re thin and uncomfortable and it’s not much different than just sleeping without a pillow at all",negative
RTU5UKBRVX16J, They are okay,E.E.E,4,13-Jul-19,Well they are okay but not great . They are very soft and some what comfortable to sleep on but not great,positive
RLTMZ95H726B8, HORRIBLE,Laughing Gravy,1,30-Jul-20,These pillows are the opposite of firm! When you rest your head on them they sink all the way down to the mattress. No support AT ALL!!,negative
R1X93YUL4NB4RN, So soft!,Jamie Johnson,5,24-Mar-20,Super comfortable when you give it a good fluffing. Perfect packaging.,positive
RQIHUOQ8OATW6, Bla,Sonia diaz,2,25-Nov-20,Not worth it,negative
R2JGF3WWD3JEMI, Bed bugs,alysha,1,24-Nov-21,"Sleep quality, comfort and support was terrible. Item had bed bugs.",negative
R24RYK9FWQG6OQ, Great Pilliws!,Julia Goodhope,5,14-Oct-19,I have bought at least 8 pillows! I love them. They was so well and hold their shape!,positive
RIJ4EARRPUMWA, Awesome,Elizabeth Hernandez,5,29-Oct-20,Awesome pillows best pillows ever.,positive
R3IGBTEFVSARR1, Very comfortable,demitrie1,5,1-Jun-20,Very comfortable keeps it's shape.,positive
R1W7QVCUDFCYH, Not as form as hoped for.,Lorayne Hunsicker,4,27-Jul-20,Pillow is a little flat.,positive
R307Z7JNSDBOCW, Terrible.,Amazon Customer,1,20-Feb-20,They were completely flat after unpackaging them. I tossed them both in the dryer hoping to fluff them up and the insides bunched up into clumps.,negative
R12JREBP6YWUVG, Yes these are firm pillows,JorDrew,3,28-May-19,The description says these are firm pillows and that is 💯 accurate. Some reviews in here say they aren't that firm but if you have neck pain these pillows definitely aren't for you. Not very comfy.,neutral
R10CIZGPWHJ815, Satisfied with these pillows!,Tonya,5,1-Jul-20,"Nice pillows, so far, so good!!",positive
R1SIHFJ2TN8N3E, Fluff and enjoy,Atamb,5,6-Jan-19,These pillows are absolute heaven. My husband and I are beyond happy with these pillows and for the first time only one pillow each is enough.,positive
R1ZVMKG3PWUPJ6, Not so impressed second time,Sarah H,2,20-Jul-20,"The first time I ordered these, they were nice and full but the second time not so much. They were kind of flimsy and lacked the support and filling they should have had.",negative
R277Z14XHD7BC4, The change.,Bryan Sung,5,17-Dec-20,I was surprised at how compressed this pilllw came. Lol but as soon as i unpack. Its my fav as i wanted. Loving it. Thank you,positive
RDEZRLT1PUCED, Comfortable!,Marcela R.,4,1-Jul-19,my husband and I use these and they are comfortable. They flattened a little but still comfy to sleep with,positive
R3G6FW6V7PDJNL, Great pillows!,Jennifer Reed,5,8-Oct-20,"Wonderful, quality pillows for a side sleeper.",positive
R3U0GFCSVCAL60," Review of Gusseted Quilted Pillow (Queen, 2 Pack) - Hypo Allergenic and Easy Care - Premium Quality Pillows by Utopia Bedding",Joseph S.,5,8-Aug-17,These pillows are great. Just the right firmness for me and I am a side sleeper and a back sleeper. Hold their shape well.,positive
R22R1FNJ5IZL7W, Yes!!!,Mona Houston,5,21-Dec-19,"Comfort, loving them, great addition! Purchased for other bedrooms.",positive
R1D270V6P76BUO, Not worth it,Amazon Customer,1,2-Apr-20,"Was great for about a week, After that they wore out rather quick after about 3 weeks already looking for new ones. I don’t recommend",negative
R1ST8U9E544T4E, FLAT,Michelle P,1,6-Mar-20,Bought these just to put shams on to decorate the bed and they are super flat. The pics made them look a lot fuller. Get what you pay for I guess,negative
R2KG5FLN3VKEA, Nope! Don’t Buy!,Blake Washington,3,10-Apr-20,These pillows are soft and lightweight which make for somewhat of a cloud feeling for all of a few nights. In comparison to other pillows I bought these have gone flat and lose their shape easily. I wouldn’t buy this product again there are surely better pillows out there at this same price point.,neutral
R1J93V797TAO4Y, Flat pillows,Gloria A. Valeriano,2,27-Mar-20,No support whatsoever. Dog might enjoy however,negative
R2I3QPHW3PGRMM," Great for the price,!",Amazon Customer,5,16-Jul-21,I had slept on same pillow at daughter’s house and searched for them on line. Very comfortable. Yet inexpensive.,positive
RHMNUODRZOT9M, Too thick,Prashant Sinha,3,5-Dec-20,Good quality but too thick.,neutral
R2BJPTN94L0CUR, It’s super soft,Daniya,5,2-Dec-19,"Received the pillows yesterday, they immediately inflated. They are soft and long, I realize I prefer soft/ firm more than soft.",positive
R3E060984I2FDA, Too soft,Grisel Murillo,5,2-Sep-19,"Not as stuffed as i thought, much softer than described, too soft for me so i gave it to my mom 😄",positive
RRFA0RZ1ESNMR, pop up easily and are very comfortable,Doris,5,19-Feb-19,use product with shams on my day bed couch and without shams on my own bed. I ordered a second pair for my bed because I was so satisfied with the ones on the day bed.,positive
R1A0T5OWKLRCGR, Sueño relajado !,maria,5,19-Nov-20,"Excelente producto, súper cómodo!!",positive
R24TYE002ASKFD, the pillows keep the plumpness,Kindle Customer,5,24-May-19,I like the the way they keep their shape and the comfort when I lay my head on theses pillows. They are great.,positive
R3QHG8LJ7U2VRS, Comfortable,JDiBs,4,16-Jan-20,Comfortable and helped me get a better nights sleep. Been complaining less about neck pain according to my wife so I guess it’s done it’s job.,positive
R2RNFXTV5AW0A7, Love them,Connie Phillips,5,21-Sep-20,My husband and I love these pillows. Right amount of firmness and softness!,positive
R2AN6S9IVG4YYO, To soft need to be more fluffy,Edwin A.,2,14-Jan-20,These pillows are not firm tgey are really soft actually to soft if you are looking for a firm pillow,negative
R1OTFD3K1Y7NPT, Not 100% thrilled,Denise Moser,3,9-Mar-20,The pillows are poofier than I expected... But ok,neutral
RQLDU401XVED3, Zzzzzzzzzz,L. Kenovich,4,3-Sep-19,"Good size and loft...comfy. Maintaining shape so far, good price, will probably buy more.",positive
R2B4WK1T8POD70, I would recommend,Krystal Martin,5,3-Nov-20,We loved them definitely buying more soon,positive
R3GYIWFWJ3G8K5, Muy suave ☺️👍,Amazon Customer,5,8-Feb-21,"Cálida del sueño, comodidad y soporte.",positive
RN9TVG9J4VUKX, Confy,VLK,5,13-Aug-20,Great pillow!,positive
R33GA6E5OQAR1P," If you like “plush” comfort, these will let you down",Blayne Alexander,1,4-Oct-20,"Did not like these pillows at all. They went too flat for my preference and didn’t have enough support. I ended up returning them and getting new pillows from Target. If you like “plush” comfort, these will let you down",negative
R1WIU4S0DOVMVJ, Excellent buy,Dawn Droog,5,5-Jul-21,Excellent quality and very comfortable.,positive
R1H9BY74WIB1SS, Save your money,Amazon Customer,1,1-Dec-19,"I RARELY write a review but had to do it this time. The old adage applies.....you get what you pay for. I wanted pillows to fill shams on my king size bed so I went with this lower priced pillow. They are lumpy, floppy, and unattractive.",negative
R14ND3NVI8Q8CY, You get what you pay for,Melissa Brown,1,8-Nov-18,"I took a chance with these pillows because of the favorable reviews and price. However these pillows are not good quality and are not comfortable. In fact, they are less comfortable than the pillows I was trying to replace. The fill is super cheap which explains why they seemed so “affordable.” You get what you pay for I suppose. Don’t buy these, trust me.",negative
R1ZDMJ0V1ISU4A, Not good,Adam S,2,22-Jul-19,These pillow got lumpy in like a week. I wish I would have gotten more expensive pillows. Pretty sure the ones at walmart are better (and probably cheaper),negative
R1YHLY71GJMTVV, Would order again when needed,William F. Dagostino,5,29-Nov-19,Best pillows I’ve ever had... it’s the gusseting that makes them work so well,positive
R3PWVBXSA6QDSS, Super comfy,Trina Olson,5,10-Jan-21,Great pillows,positive
RSC8NTFKCZ8WT, Super comfortable,Trailerfanatic,5,7-Aug-20,Very nice pillows. Fast shipment. Super comfortable.,positive
R15V18U4AS10FY, You can’t go wrong with these pillows,SanG,5,22-Jul-20,Very comfortable pillows. Perfect 👌🏾,positive
R2E6TER3EUNGVN, Amazing,Mike Smith,5,19-May-20,We love them I don't want to sleep with any other pillow.,positive
R36GQT5OJ0LATI, Hurts neck and back,Chris T,1,1-Jun-19,"This pillow is just terrible, first night of sleep horrible neck and back pain. It's too elevated fells like you're sleeping on a stuffed animal.",negative
R24Q085T7Y3EKY, Dont waste your money. Underfilled plastic bag sums up these pillows perfectly for me.,Jordan Johnson,3,3-May-21,Lesson learned. Never buy pillows online. Sleep quality is horrid. Comfort is in the negatives and their is no support. Im a medium hard ish pillow kind of guy so when i put my head on this pillow and it went stright to the mattress im not kidding.,neutral
R31I00QPOPJG9X, Way firm,jason harshman,3,20-Feb-20,"Very stiff and your head never really sinks into them rather just sets on top.
If you like firm then this is for you. I do not.",neutral
R19YQEOJ4ZIQQU, Just Ok,Teresa,3,31-Jan-18,Just after a few months they are not as fluffy as when new .. They have lost some of the fluff so that not great but for the price I paid what can I say ..,neutral
R2I8OGX13HU4GG, Great pillows,Marsha D.,5,28-Aug-19,I like the pillow cause I can fold them around my head. These are soft pillows not hard.,positive
R7GNMI0MKD2F6, Lumpy,singermom,3,10-Feb-20,I did not like the feel of this pillow. It felt lumpy.,neutral
RUXZ78JIT9OET, Not fluffy at all!!,Theresa Shortman,2,23-Mar-21,"Much, much thinner then they look in the picture",negative
R3KZPZDM6YX0SX, Dreams,LaRay Mason,5,31-Aug-20,Top quality.,positive
R1ZWRXIXCZ2ZSZ, really nice,Sharon Bryant,5,29-Jul-20,Very comforting,positive
R1CLH3GDTEJIAZ," Comfortable, attractive",Carol,5,3-Jul-19,"I really like this pillow - it's comfy and nice looking, too, with the blue stripe along the middle.",positive
RB3BAQTC2RGWP, Comfortable and delivered Quickly,Victor Vorrath,5,8-Feb-21,Comfortable,positive
R3IV3BMTTYSN8W, Soft,Chris R.,4,17-Nov-18,"Nice pillows, a little too soft for me to sleep with but perfect for my sectional as extra pillows to lounge with and great for pillows fights :)",positive
R2KSQDO908N1E7, Very good pillows,Helen Myrick,5,12-Aug-20,I want more,positive
R2C9V2L8YLI48Q, Like sleeping on a hug.,Benjamin C Woolfenden,5,22-Mar-21,These pillows are absolutely fantastic. They're exactly what I needed and the very first pillows I've bought in 15 years I enjoy sleeping on a hug every time I lay my head down on these wonderful pillows and I will be purchasing more for my mother for her birthday,positive
RCSVZIEVWKROA, Comfort.,Pam,5,7-Aug-20,Comfortable.,positive
R20YJE0E7VXCQA, So soft and comfy.,David E. Angelotti,5,21-Nov-19,"So comfortable, I bought two and I love them. I am using both of them, I like to be slightly elevated when I sleep and have been having neck issues, none today, 1st night and I am super happy. VERY HAPPY!",positive
R35JB9JGBKHLGX, Not great quality,Brandi Whitley,3,8-Apr-20,These pillows work great for a Sham but the quality does not hold up for daily sleep use. Mine began to rip after just two days or normal use. They are comfortable but the quality is less than I expected.,neutral
R3N1M8UJHUY4VT, Comfortable,Leigh Viera,5,10-Dec-20,"Holds it's shape well, good enough support for side and back sleeping",positive
RKPA7KRRO2AMW, Super soft!,Elizabeth Valtierra,5,3-Sep-19,I bought these for mom to sleep better. She loves them! I'm gonna get some for me too!,positive
R2AL2JBR8GG2ID, Keeping them for now,Elizabeth Cutrer,4,27-Aug-19,"Back and side sleeping
To puffy
Wish I hadn’t puffed them
Firm very firm",positive
R1TYPLBWLXFZDB, Fantastic zzzzzzzz,BCP,5,28-Dec-19,I've paid a lot more for lesser pillows; these are quite the bargain,positive
R313THSPV16MO0, Falls apart,Connie,1,27-May-21,This pillow tore at the seam after 2 nights. The firmness of it and the coziness is good but I had to sew it up after 2 days.,negative
RTDM8B9L0J2UX, no,DAVID,5,15-Sep-20,No,positive
R2KIPI474OMNLL, Soft and fluffy with great support,Colacheck,5,9-Jun-19,"Very soft and fluffy pillow with great support. Love, love, love. Will never buy a different pillow again.",positive
R1YPJ0HOEGF72H, Flatter soft pillow,nonie enyeart,5,1-Jul-19,"These pillows, while a good bargain were a little disappointing, I was looking for a fuller pillow",positive
R166M9L5QTC8VA, Good material,Stephanie Zamudio,5,25-Sep-19,"There really good, soft and Comfortable, my boyfriend even stole my pillows lol",positive
R2XLPDQZ3TTQ35, Best sleep!,Amandadinga,5,11-Mar-19,These pillows are amazing. The support is perfect for a greats night sleep. For the price I feel these were a steal and am super happy with my purchase.,positive
R3M9ET3L7OXOER, You get what you pay for,Sylvia Mccloud,5,20-Apr-21,The pillow came rolled-up in a box. Inhad to shake it it for 10-15 minutes to get the desire firmness.,positive
